#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2933358	2908	4943	109165	110997	-	-	NR3C1	TBC1D25	GCCR|GCR|GCRST|GR|GRL	MG81|OATL1	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q3MII6	-	NP_002527	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933359	2908	124590	109165	125876	-	-	NR3C1	USH1G	GCCR|GCR|GCRST|GR|GRL	ANKS4A|SANS	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q495M9	B4DL95	NP_001269418|NP_775748	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933360	2908	9581	109165	114949	-	-	NR3C1	PREPL	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q4J6C6	-	NP_001165088|NP_001165074|NP_001165077|NP_001361204|NP_006027|NP_001165084|NP_001361205|NP_001361206|NP_001035844|NP_001035845	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933361	2908	84948	109165	124381	-	-	NR3C1	TIGD5	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q53EQ6	-	NP_116251	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933362	2908	63035	109165	121961	-	RP3-510O21.1	NR3C1	BCORL1	GCCR|GCR|GCRST|GR|GRL	BCoR-L1|CXorf10	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q5H9F3	-	NP_001366380|NP_001366379|NP_068765|NP_001171701	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933363	2908	84726	109165	124226	-	RP11-334J6.1	NR3C1	PRRC2B	GCCR|GCR|GCRST|GR|GRL	BAT2L|BAT2L1|KIAA0515|LQFBS-1	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q5JSZ5	Q9BU62	NP_037450|NP_001371747|NP_001371752|NP_001371751|NP_001371750	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933364	2908	284565	109165	129901	-	RP11-763B22.1	NR3C1	NBPF15	GCCR|GCR|GCRST|GR|GRL	AB14|AG3|NBPF16	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8N660	B4DRP3	NP_775909|NP_001164226	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933365	2908	23352	109165	116934	-	RP5-1126H10.1	NR3C1	UBR4	GCCR|GCR|GCRST|GR|GRL	RBAF600|ZUBR1|p600	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q5T4S7	-	NP_065816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933366	2908	9857	109165	115191	-	RP11-502H18.1	NR3C1	CEP350	GCCR|GCR|GCRST|GR|GRL	CAP350|GM133	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q5VT06	-	NP_055625	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933367	2908	340578	109165	131079	-	RP11-13E5.1	NR3C1	DCAF12L2	GCCR|GCR|GCRST|GR|GRL	WDR40C	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q5VW00	-	NP_001013650	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933368	2908	79839	109165	122930	-	-	NR3C1	CCDC102B	GCCR|GCR|GCRST|GR|GRL	ACY1L|AN|C18orf14|HsT1731	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q68D86	A1A4H1	NP_001087198|NP_079057	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933369	2908	65123	109165	122401	-	RP11-216N14.2	NR3C1	INTS3	GCCR|GCR|GCRST|GR|GRL	C1orf193|C1orf60|INT3|SOSS-A|SOSSA	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q68E01	-	NP_075391|NP_001311404	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933370	2908	146057	109165	126962	-	-	NR3C1	TTBK2	GCCR|GCR|GCRST|GR|GRL	SCA11|TTBK	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q6IQ55	Q8IWY7	NP_775771	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933371	2908	57718	109165	121741	-	-	NR3C1	PPP4R4	GCCR|GCR|GCRST|GR|GRL	CFAP14|KIAA1622|PP4R4	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q6NUP7	-	NP_066009|NP_478144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933372	2908	645683	109165	570673	-	-	NR3C1	RPL13AP3	GCCR|GCR|GCRST|GR|GRL	RPL13A_11_1370	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933373	2908	284723	109165	129941	-	RP11-169K16.2	NR3C1	SLC25A34	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q6PIV7	-	NP_997231	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933374	2908	339789	109165	130936	-	-	NR3C1	LINC00299	GCCR|GCR|GCRST|GR|GRL	C2orf46|NCRNA00299	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933375	2908	51780	109165	119727	-	-	NR3C1	KDM3B	GCCR|GCR|GCRST|GR|GRL	5qNCA|C5orf7|JMJD1B|NET22	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q7LBC6	-	NP_057688	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933376	2908	90956	109165	124782	-	-	NR3C1	ADCK2	GCCR|GCR|GCRST|GR|GRL	AARF	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q7Z695	A4D1T6	NP_443085	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933377	2908	349136	109165	131548	-	-	NR3C1	WDR86	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q86TI4	-	NP_938026|NP_001271190|NP_001271191|NP_001271189	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933378	2908	55193	109165	120490	-	-	NR3C1	PBRM1	GCCR|GCR|GCRST|GR|GRL	BAF180|PB1	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q86U86	-	NP_001337005|NP_001337004|NP_060783|NP_001337006|NP_001337003|NP_001353003|NP_001353002|NP_001353001|NP_001353000|NP_001337008|NP_001353005|NP_001353004|NP_851385|NP_001352999|NP_001337007	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933379	2908	23187	109165	116797	-	DLNB07	NR3C1	PHLDB1	GCCR|GCR|GCRST|GR|GRL	LL5A	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q86UU1	Q6ZUD6|A0A024R3F4|A0A024R3H6|Q8NC75	NP_055972|NP_001138231|NP_001138230	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933380	2908	54897	109165	120243	-	RP4-734G22.2	NR3C1	CASZ1	GCCR|GCR|GCRST|GR|GRL	CAS11|CST|SRG|ZNF693|dJ734G22.1	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q86V15	B3KRV8	NP_001073312|NP_060236	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933381	2908	7770	109165	113553	-	-	NR3C1	ZNF227	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q86WZ6	Q658S5|B7Z6M2	NP_001276096|NP_001276097|NP_001276102|NP_001276095|NP_001276101|NP_001276100|NP_872296|NP_001276098|NP_001276099	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933382	2908	113146	109165	125226	-	-	NR3C1	AHNAK2	GCCR|GCR|GCRST|GR|GRL	C14orf78	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IVF2	-	NP_612429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933383	2908	9648	109165	115006	-	-	NR3C1	GCC2	GCCR|GCR|GCRST|GR|GRL	GCC185|RANBP2L4|REN53	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IWJ2	B3KR21	NP_852118	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933384	2908	84295	109165	124022	-	AC004383.6	NR3C1	PHF6	GCCR|GCR|GCRST|GR|GRL	BFLS|BORJ|CENP-31	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IWS0	-	NP_115711|NP_001015877|NP_115834	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933385	2908	57794	109165	121767	-	-	NR3C1	SUGP1	GCCR|GCR|GCRST|GR|GRL	F23858|RBP|SF4	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IWZ8	A0A024R7N3	NP_757386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933386	2908	79665	109165	122790	-	ARG147	NR3C1	DHX40	GCCR|GCR|GCRST|GR|GRL	DDX40|PAD	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IX18	B4DR88	NP_001159773|NP_078888	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933387	2908	64975	109165	122363	-	PIG3	NR3C1	MRPL41	GCCR|GCR|GCRST|GR|GRL	BMRP|MRP-L27|MRPL27|RPML27	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IXM3	-	NP_115866	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933388	2908	23001	109165	116647	-	-	NR3C1	WDFY3	GCCR|GCR|GCRST|GR|GRL	ALFY|ZFYVE25	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IZQ1	A0A024RDI0	NP_055806	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933389	2908	284406	109165	129864	-	-	NR3C1	ZFP82	GCCR|GCR|GCRST|GR|GRL	ZNF545	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8N141	D3Y299	NP_001308846|NP_597723	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933390	2908	57730	109165	121750	-	-	NR3C1	ANKRD36B	GCCR|GCR|GCRST|GR|GRL	KIAA1641	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8N2N9	-	NP_079466	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933391	2908	254102	109165	129015	-	-	NR3C1	EHBP1L1	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8N3D4	-	NP_001092879	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933392	2908	80008	109165	123065	-	-	NR3C1	TMEM156	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8N614	A0A024R9T9	NP_001290157|NP_079219	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933393	2908	317781	109165	130475	-	-	NR3C1	DDX51	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8N8A6	-	NP_778236	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933394	2908	253635	109165	128977	-	-	NR3C1	GPATCH11	GCCR|GCR|GCRST|GR|GRL	CCDC75|CENP-Y|CENPY	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8N954	-	NP_001265434|NP_001358787|NP_001358790|NP_001358791|NP_001358789|NP_001358788|NP_001309178|NP_001358785|NP_777591	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2933395	2908	283373	109165	129540	-	UNQ5837	NR3C1	ANKRD52	GCCR|GCR|GCRST|GR|GRL	ANKRD33	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8NB46	B3KWN0	NP_775866	-	-	-	-	-	-	Homo sapiens	Homo sapiens
